0.000000000000000000e+00,6.559154810645744324e+10
1.000000000000000000e+00,8.309016635472020264e+11
2.000000000000000000e+00,1.086453589306734570e+13
3.000000000000000000e+00,1.424109688742935000e+14
4.000000000000000000e+00,1.867056658930777500e+15
5.000000000000000000e+00,2.447810500752291200e+16
6.000000000000000000e+00,3.209213167175953920e+17
7.000000000000000000e+00,4.207453971646587904e+18
8.000000000000000000e+00,5.516202294522295091e+19
9.000000000000000000e+00,7.232042934739879854e+20
1.000000000000000000e+01,9.481603867899900985e+21
1.100000000000000000e+01,1.243090129846722804e+23
1.200000000000000000e+01,1.629759155151185839e+24
1.300000000000000000e+01,2.136703397465363021e+25
1.400000000000000000e+01,2.801335028129666355e+26
1.500000000000000000e+01,3.672703450153733544e+27
1.600000000000000000e+01,4.815115113802365254e+28
1.700000000000000000e+01,6.312879292826509972e+29
1.800000000000000000e+01,8.276530056687949621e+30
1.900000000000000000e+01,1.085098361647727333e+32
2.000000000000000000e+01,1.422623305160523041e+33
2.100000000000000000e+01,1.865136968147857328e+34
2.200000000000000000e+01,2.445296585071237125e+35
2.300000000000000000e+01,3.205917576605040929e+36
2.400000000000000000e+01,4.203133301184288616e+37
2.500000000000000000e+01,5.510537662116815208e+38
2.600000000000000000e+01,7.224616292100898818e+39
2.700000000000000000e+01,9.471867133204479099e+40
2.800000000000000000e+01,1.241813590670155907e+42
2.900000000000000000e+01,1.628085542466208325e+43
3.000000000000000000e+01,2.134509199691583484e+44
3.100000000000000000e+01,2.798458314829345834e+45
3.200000000000000000e+01,3.668931921665672521e+46
3.300000000000000000e+01,4.810170433658309925e+47
3.400000000000000000e+01,6.306396546692031262e+48
3.500000000000000000e+01,8.268030821910434989e+49
3.600000000000000000e+01,1.083984065479022858e+51
3.700000000000000000e+01,1.421162401933239543e+52
3.800000000000000000e+01,1.863221644107960083e+53
3.900000000000000000e+01,2.442785490489952935e+54
4.000000000000000000e+01,3.202625394256362309e+55
4.100000000000000000e+01,4.198817070048379158e+56
4.200000000000000000e+01,5.504878847007111079e+57
4.300000000000000000e+01,7.217197275964485078e+58
4.400000000000000000e+01,9.462140397242048766e+59
4.500000000000000000e+01,1.240538362381885807e+61
4.600000000000000000e+01,1.626413648427460863e+62
4.700000000000000000e+01,2.132317255157017784e+63
4.800000000000000000e+01,2.795584555648881206e+64
4.900000000000000000e+01,3.665164266190327716e+65
5.000000000000000000e+01,4.805230831245762983e+66
5.100000000000000000e+01,6.299920457741312352e+67
5.200000000000000000e+01,8.259540315064957208e+68
5.300000000000000000e+01,1.082870913589946489e+70
5.400000000000000000e+01,1.419702998919139896e+71
5.500000000000000000e+01,1.861308286929606006e+72
5.600000000000000000e+01,2.440276974571739419e+73
5.700000000000000000e+01,3.199336592676018040e+74
5.800000000000000000e+01,4.194505271284679761e+75
5.900000000000000000e+01,5.499225842979817462e+76
6.000000000000000000e+01,7.209785878474969503e+77
6.100000000000000000e+01,9.452423649742412767e+78
6.200000000000000000e+01,1.239264443635721587e+80
6.300000000000000000e+01,1.624743471270045048e+81
6.400000000000000000e+01,2.130127561547785908e+82
6.500000000000000000e+01,2.792713747554652589e+83
6.600000000000000000e+01,3.661400479750460839e+84
6.700000000000000000e+01,4.800296301350358341e+85
6.800000000000000000e+01,6.293451019138015682e+86
6.900000000000000000e+01,8.251058527188708737e+87
7.000000000000000000e+01,1.081758904805429667e+89
7.100000000000000000e+01,1.418245094577643859e+90
7.200000000000000000e+01,1.859396894593008549e+91
7.300000000000000000e+01,2.437771034668539205e+92
7.400000000000000000e+01,3.196051168392257734e+93
7.500000000000000000e+01,4.190197900341528655e+94
7.600000000000000000e+01,5.493578644067464418e+95
7.700000000000000000e+01,7.202382091808671483e+96
7.800000000000000000e+01,9.442716880448317955e+97
7.900000000000000000e+01,1.237991833086884581e+99
8.000000000000000000e+01,1.623075009230880886e+100
8.100000000000000000e+01,2.127940116552399408e+101
8.200000000000000000e+01,2.789845887516166574e+102
8.300000000000000000e+01,3.657640558372928032e+103
8.400000000000000000e+01,4.795366838763091535e+104
8.500000000000000000e+01,6.286988224052865261e+105
8.600000000000000000e+01,8.242585449328146260e+106
8.700000000000000000e+01,1.080648037951610975e+108
8.800000000000000000e+01,1.416788687369754312e+109
8.900000000000000000e+01,1.857487465080461467e+110
9.000000000000000000e+01,2.435267668135033218e+111
9.100000000000000000e+01,3.192769117936926179e+112
9.200000000000000000e+01,4.185894952671999103e+113
9.300000000000000000e+01,5.487937244308769555e+114
9.400000000000000000e+01,7.194985908150017799e+115
9.500000000000000000e+01,9.433020079113122627e+116
9.600000000000000000e+01,1.236720529391979897e+118
9.700000000000000000e+01,1.621408260548704100e+119
9.800000000000000000e+01,2.125754917861737302e+120
9.900000000000000000e+01,2.786980972506044986e+121
1.000000000000000000e+02,3.653884498088663739e+122
1.010000000000000000e+02,4.790442438280295510e+123
1.020000000000000000e+02,6.280532065663555235e+124
1.030000000000000000e+02,8.234121072538854473e+125
1.040000000000000000e+02,1.079538311855829147e+127
1.050000000000000000e+02,1.415333775758048375e+128
1.060000000000000000e+02,1.855579996376316726e+129
1.070000000000000000e+02,2.432766872328597527e+130
1.080000000000000000e+02,3.189490437845401191e+131
1.090000000000000000e+02,4.181596423733772405e+132
1.100000000000000000e+02,5.482301637748507657e+133
1.110000000000000000e+02,7.187597319691396099e+134
1.120000000000000000e+02,9.423333235500607641e+135
1.130000000000000000e+02,1.235450531208988236e+137
1.140000000000000000e+02,1.619743223464054427e+138
1.150000000000000000e+02,2.123571963169055502e+139
1.160000000000000000e+02,2.784118999500019886e+140
1.170000000000000000e+02,3.650132294932695684e+141
1.180000000000000000e+02,4.785523094703674030e+142
1.190000000000000000e+02,6.274082537154852468e+143
1.200000000000000000e+02,8.225665387885663072e+144
1.210000000000000000e+02,1.078429725346634891e+146
1.220000000000000000e+02,1.413880358206692724e+147
1.230000000000000000e+02,1.853674486467012384e+148
1.240000000000000000e+02,2.430268644609338027e+149
1.250000000000000000e+02,3.186215124656629266e+150
1.260000000000000000e+02,4.177302308989209267e+151
1.270000000000000000e+02,5.476671818437591017e+152
1.280000000000000000e+02,7.180216318633215915e+153
1.290000000000000000e+02,9.413656339385092708e+154
1.300000000000000000e+02,1.234181837197264133e+156
1.310000000000000000e+02,1.618079896219273049e+157
1.320000000000000000e+02,2.121391250169968825e+158
1.330000000000000000e+02,2.781259965476913050e+159
1.340000000000000000e+02,3.646383944944090834e+160
1.350000000000000000e+02,4.780608802840221828e+161
1.360000000000000000e+02,6.267639631718441431e+162
1.370000000000000000e+02,8.217218386442524933e+163
1.380000000000000000e+02,1.077322277253772862e+165
1.390000000000000000e+02,1.412428433181419479e+166
1.400000000000000000e+02,1.851770933341044188e+167
1.410000000000000000e+02,2.427772982340065737e+168
1.420000000000000000e+02,3.182943174913119736e+169
1.430000000000000000e+02,4.173012603905365173e+170
1.440000000000000000e+02,5.471047780433081121e+171
1.450000000000000000e+02,7.172842897183957771e+172
1.460000000000000000e+02,9.403989380551471448e+173
1.470000000000000000e+02,1.232914446017549884e+175
1.480000000000000000e+02,1.616418277058521102e+176
1.490000000000000000e+02,2.119212776562474167e+177
1.500000000000000000e+02,2.778403867418676323e+178
1.510000000000000000e+02,3.642639444166018840e+179
1.520000000000000000e+02,4.775699557502327067e+180
1.530000000000000000e+02,6.261203342553066562e+181
1.540000000000000000e+02,8.208780059292625134e+182
1.550000000000000000e+02,1.076215966408202726e+184
1.560000000000000000e+02,1.410977999149547994e+185
1.570000000000000000e+02,1.849869334988976117e+186
1.580000000000000000e+02,2.425279882886301679e+187
1.590000000000000000e+02,3.179674585160926421e+188
1.600000000000000000e+02,4.168727303953921443e+189
1.610000000000000000e+02,5.465429517798092112e+190
1.620000000000000000e+02,7.165477047560047960e+191
1.630000000000000000e+02,9.394332348795044626e+192
1.640000000000000000e+02,1.231648356331956217e+194
1.650000000000000000e+02,1.614758364227746899e+195
1.660000000000000000e+02,2.117036540046911296e+196
1.670000000000000000e+02,2.775550702310325955e+197
1.680000000000000000e+02,3.638898788645678618e+198
1.690000000000000000e+02,4.770795353507648714e+199
1.700000000000000000e+02,6.254773662864399522e+200
1.710000000000000000e+02,8.200350397528204729e+201
1.720000000000000000e+02,1.075110791642066633e+203
1.730000000000000000e+02,1.409529054579957598e+204
1.740000000000000000e+02,1.847969689403434280e+205
1.750000000000000000e+02,2.422789343616261357e+206
1.760000000000000000e+02,3.176409351949626850e+207
1.770000000000000000e+02,4.164446404611188649e+208
1.780000000000000000e+02,5.459817024601835723e+209
1.790000000000000000e+02,7.158118761985893274e+210
1.800000000000000000e+02,9.384685233921571877e+211
1.810000000000000000e+02,1.230383566803960923e+213
1.820000000000000000e+02,1.613100155974700475e+214
1.830000000000000000e+02,2.114862538325988736e+215
1.840000000000000000e+02,2.772700467139988178e+216
1.850000000000000000e+02,3.635161974434335085e+217
1.860000000000000000e+02,4.765896185679175452e+218
1.870000000000000000e+02,6.248350585865098459e+219
1.880000000000000000e+02,8.191929392250699807e+220
1.890000000000000000e+02,1.074006751788715064e+222
1.900000000000000000e+02,1.408081597943107232e+223
1.910000000000000000e+02,1.846071994579098932e+224
1.920000000000000000e+02,2.420301361900868207e+225
1.930000000000000000e+02,3.173147471832363782e+226
1.940000000000000000e+02,4.160169901358151513e+227
1.950000000000000000e+02,5.454210294919625945e+228
1.960000000000000000e+02,7.150768032693914583e+229
1.970000000000000000e+02,9.375048025747360206e+230
1.980000000000000000e+02,1.229120076098428732e+232
1.990000000000000000e+02,1.611443650548950943e+233
2.000000000000000000e+02,2.112690769104791574e+234
2.010000000000000000e+02,2.769853158898906292e+235
2.020000000000000000e+02,3.631428997587343813e+236
2.030000000000000000e+02,4.761002048845266238e+237
2.040000000000000000e+02,6.241934104774860065e+238
2.050000000000000000e+02,8.183517034570765129e+239
2.060000000000000000e+02,1.072903845682705642e+241
2.070000000000000000e+02,1.406635627711035040e+242
2.080000000000000000e+02,1.844176248512732933e+243
2.090000000000000000e+02,2.417815935113768850e+244
2.100000000000000000e+02,3.169888941365845955e+245
2.110000000000000000e+02,4.155897789680453661e+246
2.120000000000000000e+02,5.448609322832908766e+247
2.130000000000000000e+02,7.143424851924548847e+248
2.140000000000000000e+02,9.365420714099194585e+249
2.150000000000000000e+02,1.227857882881592114e+251
2.160000000000000000e+02,1.609788846201848362e+252
2.170000000000000000e+02,2.110521230090748323e+253
2.180000000000000000e+02,2.767008774581388531e+254
2.190000000000000000e+02,3.627699854164079857e+255
2.200000000000000000e+02,4.756112937839551192e+256
2.210000000000000000e+02,6.235524212820282559e+257
2.220000000000000000e+02,8.175113315608087683e+258
2.230000000000000000e+02,1.071802072159780711e+260
2.240000000000000000e+02,1.405191142357336602e+261
2.250000000000000000e+02,1.842282449203136304e+262
2.260000000000000000e+02,2.415333060631276099e+263
2.270000000000000000e+02,3.166633757110274748e+264
2.280000000000000000e+02,4.151630065068341006e+265
2.290000000000000000e+02,5.443014102429121640e+266
2.300000000000000000e+02,7.136089211926119687e+267
2.310000000000000000e+02,9.355803288814185882e+268
2.320000000000000000e+02,1.226596985821041160e+270
2.330000000000000000e+02,1.608135741186535255e+271
2.340000000000000000e+02,2.108353918993632299e+272
2.350000000000000000e+02,2.764167311184828597e+273
2.360000000000000000e+02,3.623974540227959024e+274
2.370000000000000000e+02,4.751228847500937269e+275
2.380000000000000000e+02,6.229120903234903015e+276
2.390000000000000000e+02,8.166718226491479024e+277
2.400000000000000000e+02,1.070701430056879770e+279
2.410000000000000000e+02,1.403748140357176754e+280
2.420000000000000000e+02,1.840390594651163064e+281
2.430000000000000000e+02,2.412852735832401637e+282
2.440000000000000000e+02,3.163381915629393336e+283
2.450000000000000000e+02,4.147366723016688543e+284
2.460000000000000000e+02,5.437424627801826807e+285
2.470000000000000000e+02,7.128761104954945688e+286
2.480000000000000000e+02,9.346195739739955399e+287
2.490000000000000000e+02,1.225337383585744942e+289
2.500000000000000000e+02,1.606484333757957067e+290
2.510000000000000000e+02,2.106188833525581479e+291
2.520000000000000000e+02,2.761328765709710354e+292
2.530000000000000000e+02,3.620253051846457525e+293
2.540000000000000000e+02,4.746349772673683321e+294
2.550000000000000000e+02,6.222724169259252073e+295
2.560000000000000000e+02,8.158331758358896948e+296
2.570000000000000000e+02,1.069601918212139927e+298
2.580000000000000000e+02,1.402306620187289000e+299
2.590000000000000000e+02,1.838500682859732236e+300
2.600000000000000000e+02,2.410374958098866718e+301
2.610000000000000000e+02,3.160133413490487378e+302
2.620000000000000000e+02,inf
2.630000000000000000e+02,inf
2.640000000000000000e+02,inf
2.650000000000000000e+02,inf
2.660000000000000000e+02,inf
2.670000000000000000e+02,inf
2.680000000000000000e+02,inf
2.690000000000000000e+02,inf
2.700000000000000000e+02,inf
2.710000000000000000e+02,inf
2.720000000000000000e+02,inf
2.730000000000000000e+02,inf
